,name,developer,platform,genre,total_sales,na_sales,eu_sales,japan_sales,other_sales,release_year
13567, GoldenEye: Rogue Agent     ,EA Tiburon  ,DS,Shooter,0.11,0.10,0.00,0.01,0.01,2005
13568, Bodycount     ,Guildford Studio  ,PS3,Shooter,0.11,0.05,0.05,0.01,0.02,2011
13569, Contra Advance: The Alien Wars EX     ,Konami  ,GBA,Shooter,0.11,0.08,0.03,0.01,0.00,2002
13570, History Channel: Battle for the Pacific     ,Sand Grain Studios  ,Wii,Shooter,0.11,0.10,0.01,0.01,0.01,2007
13571, Maximum Force     ,Tantalus Interactive  ,PS,Shooter,0.11,0.06,0.04,0.01,0.01,1997
13572, Mobile Light Force 2     ,Alfa System  ,PS2,Shooter,0.11,0.05,0.04,0.01,0.01,2003
13573, Bionicle Heroes     ,Traveller's Tales  ,GC,Shooter,0.11,0.08,0.02,0.01,0.00,2006
13574, Wolfenstein II: The New Colossus     ,MachineGames  ,NS,Shooter,0.11,0.05,0.05,0.01,0.01,2018
13575, Ninja Assault     ,Namco  ,PS2,Shooter,0.11,0.05,0.04,0.01,0.01,2002
13576, Army Men: Soldiers of Misfortune     ,"Big Blue Bubble, Inc.  ",DS,Shooter,0.11,0.10,0.00,0.01,0.01,2008
13577, Bodycount    Read the review ,Guildford Studio  ,X360,Shooter,0.11,0.07,0.03,0.01,0.01,2011
13578, Earth Defense Force 4.1: The Shadow of New Despair     ,Sandlot  ,PS4,Shooter,0.11,0.01,0.01,0.11,0.01,2015
13579, Defender     ,Inevitable Entertainment  ,GC,Shooter,0.11,0.08,0.02,0.01,0.00,2002
13580, Robotech: Invasion     ,Vicious Cycle  ,PS2,Shooter,0.11,0.05,0.04,0.01,0.01,2004
13581, Sniper Elite     ,Reef Entertainment  ,Wii,Shooter,0.11,0.07,0.02,0.01,0.01,2010
13582, Call of Duty: Modern Warfare Trilogy     ,Infinity Ward  ,PS3,Shooter,0.11,0.07,0.02,0.01,0.02,2016
13583, Hexen: Beyond Heretic     ,Raven Software  ,PS,Shooter,0.11,0.06,0.04,0.01,0.01,1997
13584, Jupiter Strike     ,Taito Corporation  ,PS,Shooter,0.11,0.06,0.04,0.01,0.01,1995
13585, Shadow Warrior (2013)     ,Flying Wild Hog  ,PS4,Shooter,0.11,0.01,0.09,0.01,0.02,2014
13586, Reign of Fire     ,Kuju Entertainment  ,GC,Shooter,0.11,0.08,0.02,0.01,0.00,2002
13587, Rogue Warrior     ,Rebellion Developments  ,X360,Shooter,0.11,0.09,0.01,0.01,0.01,2009
13588, Mace Griffin: Bounty Hunter     ,Warthog  ,XB,Shooter,0.11,0.08,0.02,0.01,0.00,2003
13589, Space Invaders     ,Torus Games  ,GBA,Shooter,0.11,0.08,0.03,0.01,0.00,2002
13590, Dead to Rights II     ,WideScreen Games  ,XB,Shooter,0.11,0.08,0.02,0.01,0.00,2005
13591, Project: Horned Owl     ,Alfa System  ,PS,Shooter,0.11,0.03,0.02,0.05,0.01,1996
13592, Disney's Chicken Little: Ace In Action     ,Avalanche Software  ,Wii,Shooter,0.10,0.09,0.00,0.01,0.01,2006
13593, Metal Slug 3     ,SNK Corporation  ,XB,Shooter,0.10,0.08,0.02,0.01,0.00,2004
13594, Metal Arms: Glitch in the System     ,Swingin' Ape Studios  ,GC,Shooter,0.10,0.08,0.02,0.01,0.00,2003
13595, Revolution X     ,Rage Software  ,PS,Shooter,0.10,0.06,0.04,0.01,0.01,1996
13596, Tom Clancy's Ghost Recon: Predator     ,Ubisoft  ,PSP,Shooter,0.10,0.07,0.02,0.01,0.02,2010
13597, Heavy Fire: Afghanistan     ,Teyon Entertainment  ,Wii,Shooter,0.10,0.09,0.01,0.01,0.01,2011
13598, RLH: Run Like Hell     ,Digital Mayhem  ,PS2,Shooter,0.10,0.05,0.04,0.01,0.01,2002
13599, Conflict: Global Terror     ,Pivotal Games  ,XB,Shooter,0.10,0.08,0.02,0.01,0.00,2005
13600, Darius Gaiden     ,Aisystem Tokyo  ,SAT,Shooter,0.10,0.01,0.01,0.10,0.01,1996
13601, Choujikuu Yousai Macross: Ai Oboete Imasu ka     ,Emotion  ,SAT,Shooter,0.10,0.01,0.01,0.10,0.01,1997
13602, The History Channel: Civil War - Secret Missions     ,Cauldron Ltd.  ,PS3,Shooter,0.10,0.09,0.01,0.01,0.01,2008
13603, Attack of the Movies 3D     ,Panic Button Games Inc.  ,Wii,Shooter,0.10,0.09,0.01,0.01,0.01,2010
13604, Alien Hominid     ,The Behemoth  ,PS2,Shooter,0.10,0.05,0.04,0.01,0.01,2004
13605, Bullet Witch     ,Cavia Inc.  ,X360,Shooter,0.10,0.07,0.01,0.02,0.01,2007
13606, Tom Clancy's Splinter Cell     ,Ubisoft  ,GBA,Shooter,0.10,0.07,0.03,0.01,0.00,2003
13607, Wolfenstein The Two Pack     ,MachineGames  ,PS4,Shooter,0.10,0.08,0.01,0.01,0.02,2017
13608, Silent Scope Complete     ,Konami  ,XB,Shooter,0.10,0.07,0.02,0.01,0.00,2004
13609, Tom Clancy's Classic Trilogy     ,Unknown  ,XB,Shooter,0.10,0.07,0.02,0.01,0.00,2004
13610, System Flaw     ,Visual Impact  ,DS,Shooter,0.10,0.09,0.01,0.01,0.01,2009
13611, NeverDead    Read the review ,Rebellion Developments  ,X360,Shooter,0.10,0.06,0.03,0.00,0.01,2012
13612, Blast Chamber     ,Attention To Detail  ,PS,Shooter,0.10,0.05,0.04,0.01,0.01,1996
13613, Reign of Fire     ,Kuju Entertainment  ,XB,Shooter,0.10,0.07,0.02,0.01,0.00,2002
13614, Descent Maximum     ,Parallax Software  ,PS,Shooter,0.10,0.05,0.04,0.01,0.01,1997
13615, Darkest of Days     ,8MonkeyLabs  ,X360,Shooter,0.10,0.09,0.01,0.01,0.01,2009
13616, Ballistic: Ecks vs. Sever     ,Crawfish Interactive  ,GBA,Shooter,0.10,0.07,0.03,0.01,0.00,2002
13617," Blast Works: Build, Trade, Destroy     ",BudCat Creations  ,Wii,Shooter,0.10,0.09,0.00,0.01,0.01,2008
13618, Battlefield V     ,EA DICE  ,PC,Shooter,0.10,0.01,0.09,0.01,0.01,2018
13619, Medal of Honor: Vanguard     ,EA Los Angeles  ,Wii,Shooter,0.10,0.06,0.03,0.01,0.01,2007
13620, MindJack     ,FeelPlus  ,X360,Shooter,0.10,0.07,0.02,0.01,0.01,2011
13621, F.E.A.R. 2: Project Origin     ,Monolith Productions  ,PC,Shooter,0.09,0.04,0.05,0.01,0.01,2009
13622, Duke Nukem 3D: 20th Anniversary World Tour     ,Gearbox Software  ,XOne,Shooter,0.09,0.08,0.01,0.01,0.01,2016
13623, Raven Squad: Operation Hidden Dagger     ,Atomic Motion  ,X360,Shooter,0.09,0.08,0.01,0.01,0.01,2009
13624, Gradius V     ,"Treasure Co., Ltd.  ",PS2,Shooter,0.09,0.05,0.04,0.01,0.01,2004
13625,  Red Faction: Guerrilla Re-Mars-tered     ,Volition  ,PS4,Shooter,0.09,0.04,0.04,0.01,0.02,2018
13626, Space Invaders Extreme     ,"GULTI co.,ltd.  ",PSP,Shooter,0.09,0.06,0.02,0.01,0.01,2008
13627, Alien Hominid     ,The Behemoth  ,GC,Shooter,0.09,0.07,0.02,0.01,0.00,2004
13628, Halo 2     ,Hired Gun  ,PC,Shooter,0.09,0.01,0.06,0.01,0.01,2007
13629, Resident Evil Chronicles HD     ,Capcom  ,PS3,Shooter,0.09,0.01,0.01,0.09,0.01,2012
13630, Rapid Reload     ,Media.Vision  ,PS,Shooter,0.09,0.01,0.01,0.09,0.01,1995
13631, Raiden Fighters Aces     ,Gulti  ,X360,Shooter,0.09,0.06,0.03,0.01,0.01,2009
13632, Total Overdose: A Gunslinger's Tale in Mexico     ,Deadline Games  ,PS2,Shooter,0.09,0.04,0.04,0.01,0.01,2005
13633, Metal Slug X     ,ProSoft  ,PS,Shooter,0.09,0.05,0.03,0.01,0.01,2001
13634, Top Gun: Firestorm Advance     ,Titus Software  ,GBA,Shooter,0.09,0.07,0.02,0.01,0.00,2002
13635, NERF N-Strike: Double Blast Bundle     ,EA Salt Lake  ,Wii,Shooter,0.09,0.09,0.01,0.01,0.01,2010
13636, Robotron 64     ,Player 1  ,N64,Shooter,0.09,0.07,0.02,0.01,0.00,1998
13637, Quantum Theory      ,Team Tachyon  ,X360,Shooter,0.09,0.06,0.02,0.00,0.01,2010
13638, Tunnel B1     ,Neon  ,PS,Shooter,0.09,0.05,0.03,0.01,0.01,1996
13639, Detana TwinBee Yahho! Deluxe Pack     ,Konami  ,PS,Shooter,0.09,0.01,0.01,0.08,0.01,1995
13640, Damnation     ,Blue Omega Entertainment  ,PS3,Shooter,0.09,0.07,0.01,0.01,0.01,2009
13641, Borderlands 2 VR     ,Gearbox Software  ,PS4,Shooter,0.09,0.07,0.01,0.01,0.02,2018
13642, Defender     ,7 Studios  ,XB,Shooter,0.09,0.07,0.02,0.01,0.00,2002
13643, Sniper Elite     ,Rebellion Developments  ,XB,Shooter,0.09,0.07,0.02,0.01,0.00,2005
13644, Duke Nukem 3D: 20th Anniversary World Tour     ,Gearbox Software  ,PS4,Shooter,0.09,0.07,0.01,0.01,0.02,2016
13645, Lethal Enforcers     ,Konami  ,SNES,Shooter,0.09,0.01,0.01,0.09,0.01,1994
13646, Ikaruga     ,"Treasure Co., Ltd.  ",GC,Shooter,0.09,0.07,0.02,0.01,0.00,2003
13647, Strange Brigade     ,Rebellion Developments  ,PS4,Shooter,0.09,0.05,0.03,0.01,0.02,2018
13648, Crysis: Maximum Edition     ,Crytek  ,PC,Shooter,0.09,0.00,0.07,0.01,0.02,2009
13649, Invasion From Beyond     ,King of the Jungle  ,PS,Shooter,0.09,0.05,0.03,0.01,0.01,1998
13650, ShellShock 2: Blood Trails     ,Rebellion Developments  ,X360,Shooter,0.09,0.05,0.03,0.01,0.01,2009
13651, XIII     ,Ubisoft Paris  ,GC,Shooter,0.09,0.07,0.02,0.01,0.00,2003
13652, F.E.A.R. Files     ,TimeGate Studios/Day 1 Studios  ,X360,Shooter,0.09,0.07,0.01,0.01,0.01,2007
13653, Codename Tenka     ,Psygnosis  ,PS,Shooter,0.09,0.05,0.03,0.01,0.01,1997
13654, Savage Skies     ,iRock Interactive  ,PS2,Shooter,0.09,0.04,0.03,0.01,0.01,2002
13655, Nano Assault    Read the review ,Shin'en Multimedia  ,3DS,Shooter,0.08,0.08,0.01,0.01,0.01,2011
13656, America's Army: True Soldiers     ,Red Storm Entertainment  ,X360,Shooter,0.08,0.08,0.01,0.01,0.01,2007
13657, Blacksite: Area 51     ,Midway Studios Austin  ,PS3,Shooter,0.08,0.07,0.01,0.01,0.01,2007
13658, Mad Dog McCree: Gunslinger Pack     ,Digital Leisure  ,Wii,Shooter,0.08,0.07,0.00,0.01,0.01,2009
13659, Armorines: Project S.W.A.R.M.     ,Probe Entertainment  ,PS,Shooter,0.08,0.05,0.03,0.01,0.01,2000
13660, RTX Red Rock     ,LucasArts  ,PS2,Shooter,0.08,0.04,0.03,0.01,0.01,2003
13661, Metal Slug Advance     ,Noise Factory  ,GBA,Shooter,0.08,0.06,0.02,0.01,0.00,2004
13662, Gradius Galaxies     ,Mobile 21  ,GBA,Shooter,0.08,0.06,0.02,0.01,0.00,2001
13663, ShellShock 2: Blood Trails     ,Rebellion Developments  ,PS3,Shooter,0.08,0.04,0.03,0.01,0.01,2009
13664, Robotron X     ,Player 1  ,PS,Shooter,0.08,0.05,0.03,0.01,0.01,1996
13665, Bulletstorm: Full Clip Edition     ,People Can Fly  ,XOne,Shooter,0.08,0.06,0.01,0.01,0.01,2017
13666, State of Emergency 2     ,DC Studios  ,PS2,Shooter,0.08,0.04,0.03,0.01,0.01,2006
13667, GoldenEye 007     ,n-Space  ,DS,Shooter,0.08,0.08,0.00,0.01,0.01,2010
13668, Knife Edge: NoseGunner     ,Kemco  ,N64,Shooter,0.08,0.06,0.02,0.01,0.00,1998
13669, Sega Ages: After Burner II     ,Sega  ,SAT,Shooter,0.08,0.01,0.01,0.08,0.00,1996
13670, TimeSplitters: Future Perfect     ,Free Radical Design  ,GC,Shooter,0.08,0.06,0.02,0.01,0.00,2005
13671, Gradius III and IV     ,Konami Computer Entertainment Tokyo  ,PS2,Shooter,0.08,0.04,0.03,0.01,0.01,2000
13672, Famicom Mini: Star Soldier     ,Hudson Soft  ,GBA,Shooter,0.08,0.01,0.01,0.08,0.00,2004
13673, From Russia With Love     ,Rebellion Developments  ,PSP,Shooter,0.08,0.07,0.00,0.01,0.01,2006
13674, Tempest 3X     ,High Voltage Software  ,PS,Shooter,0.08,0.04,0.03,0.01,0.01,1996
13675, Hidden Invasion     ,Toka  ,PS2,Shooter,0.08,0.04,0.03,0.01,0.01,2002
13676, Earth Defense Force 2017     ,Sandlot  ,X360,Shooter,0.08,0.04,0.01,0.03,0.00,2007
13677, Far Cry Vengeance     ,Ubisoft Montreal  ,Wii,Shooter,0.08,0.06,0.01,0.01,0.01,2006
13678, Real Robots Final Attack     ,Banpresto  ,PS,Shooter,0.08,0.01,0.01,0.07,0.01,1998
13679, P.N.03 - Product Number Three     ,Capcom Production Studio 4  ,GC,Shooter,0.08,0.06,0.02,0.01,0.00,2003
13680, Homefront: The Revolution     ,Dambuster Studios  ,PC,Shooter,0.08,0.04,0.03,0.01,0.01,2016
13681, Endgame     ,Cunning Developments  ,PS2,Shooter,0.08,0.04,0.03,0.01,0.01,2002
13682, Bangai-O Spirits     ,"Treasure Co., Ltd.  ",DS,Shooter,0.08,0.07,0.00,0.01,0.01,2008
13683, Ultimate Shooting Collection     ,MileStone Inc.  ,Wii,Shooter,0.08,0.07,0.01,0.01,0.00,2009
13684, Infernal: Hell's Vengeance     ,Metropolis Software  ,X360,Shooter,0.08,0.06,0.01,0.01,0.01,2009
13685, Duke Nukem: Land of the Babes     ,n-Space  ,PS,Shooter,0.08,0.04,0.03,0.01,0.00,2000
13686, Vietcong: Purple Haze     ,Coyote Developments  ,XB,Shooter,0.08,0.06,0.02,0.01,0.00,2004
13687, Conflict: Desert Storm     ,Pivotal Games  ,GC,Shooter,0.08,0.06,0.02,0.01,0.00,2003
13688, Far Cry Instincts Evolution     ,Ubisoft Montreal  ,XB,Shooter,0.08,0.06,0.02,0.01,0.00,2006
13689, Medal of Honor: Underground     ,Rebellion Developments  ,GBA,Shooter,0.08,0.05,0.02,0.01,0.00,2002
13690, Gunblade NY & L.A. Machineguns Arcade Hits Pack     ,Sega  ,Wii,Shooter,0.07,0.06,0.01,0.01,0.01,2010
13691, The History Channel: Battle for the Pacific     ,Cauldron Ltd.  ,PS3,Shooter,0.07,0.07,0.00,0.01,0.01,2008
13692, Rogue Trooper: Quartz Zone Massacre     ,Rebellion Developments  ,Wii,Shooter,0.07,0.06,0.00,0.01,0.01,2009
13693, Winx Club     ,Rainbow Studios  ,GBA,Shooter,0.07,0.05,0.02,0.01,0.00,2005
13694, Brothers in Arms: Furious 4     ,Gearbox Software  ,PS3,Shooter,0.07,0.01,0.05,0.01,0.01,2012
13695, Dream Trigger 3D     ,Art Corporation  ,3DS,Shooter,0.07,0.04,0.02,0.01,0.01,2011
13696, G Darius     ,Aisystem Tokyo  ,PS,Shooter,0.07,0.04,0.03,0.01,0.00,1998
13697, Combat: Task Force 121     ,Direct Action Games  ,XB,Shooter,0.07,0.05,0.02,0.01,0.00,2005
13698, Viewpoint     ,Visual Concepts  ,PS,Shooter,0.07,0.04,0.03,0.01,0.00,1995
13699, Serious Sam: Next Encounter     ,Climax Group  ,PS2,Shooter,0.07,0.04,0.03,0.01,0.01,2004
13700, Tom Clancy's Ghost Recon 2     ,Red Storm Entertainment  ,GC,Shooter,0.07,0.06,0.01,0.01,0.00,2005
13701, Touhou Genso Rondo: Bullet Ballet     ,CUBETYPE  ,PS4,Shooter,0.07,0.06,0.01,0.01,0.01,2016
13702, Inversion     ,Saber Interactive  ,PS3,Shooter,0.07,0.03,0.03,0.01,0.01,2012
13703, Operation Flashpoint: Dragon Rising     ,Codemasters  ,PC,Shooter,0.07,0.03,0.03,0.01,0.01,2009
13704, Machine Head     ,Core Design Ltd.  ,PS,Shooter,0.07,0.04,0.03,0.01,0.00,1996
13705, Damnation     ,Blue Omega Entertainment  ,X360,Shooter,0.07,0.06,0.01,0.01,0.01,2009
13706, Wild Guns Reloaded     ,Natsume Atari  ,NS,Shooter,0.07,0.06,0.01,0.01,0.01,2018
13707, Hunting Simulator     ,Maximum Games  ,PS4,Shooter,0.07,0.06,0.01,0.01,0.01,2017
13708, Operation Flashpoint: Red River     ,Codemasters  ,PC,Shooter,0.07,0.01,0.04,0.01,0.01,2011
13709, Point Blank DS (JP sales)     ,Namco Bandai Games  ,DS,Shooter,0.07,0.01,0.01,0.07,0.01,2006
13710, Drake of the 99 Dragons     ,Idol FX  ,XB,Shooter,0.07,0.05,0.01,0.01,0.00,2003
13711, RayStorm     ,Taito Corporation  ,PS,Shooter,0.07,0.04,0.03,0.01,0.00,1997
13712, Bionicle Heroes     ,Traveller's Tales  ,X360,Shooter,0.07,0.05,0.01,0.01,0.01,2006
13713, Target: Terror     ,Leviathan Games  ,Wii,Shooter,0.07,0.06,0.01,0.01,0.01,2008
13714, Silpheed: The Lost Planet     ,"Treasure Co., Ltd.  ",PS2,Shooter,0.07,0.03,0.03,0.01,0.01,2001
13715, Heavenly Guardian     ,Starfish  ,Wii,Shooter,0.07,0.06,0.01,0.01,0.01,2008
13716, Space Hulk: Vengeance of the Blood Angels     ,Key Game  ,PS,Shooter,0.07,0.04,0.03,0.01,0.00,1996
13717, Operation: Vietnam     ,Coyote Console  ,DS,Shooter,0.07,0.06,0.00,0.01,0.00,2007
13718, Resident Evil 6     ,Capcom  ,XOne,Shooter,0.07,0.06,0.01,0.01,0.01,2016
13719, DefCon 5     ,Millennium Interactive  ,PS,Shooter,0.07,0.04,0.03,0.01,0.00,1995
13720, Bullet Girls     ,Shade  ,PSV,Shooter,0.07,0.01,0.01,0.07,0.01,2014
13721, Gunstar Super Heroes     ,"Treasure Co., Ltd.  ",GBA,Shooter,0.07,0.05,0.02,0.01,0.00,2005
13722, C: The Contra Adventure     ,Appaloosa Interactive  ,PS,Shooter,0.07,0.04,0.02,0.01,0.00,1998
13723, Pocky & Rocky with Becky     ,Altron  ,GBA,Shooter,0.07,0.05,0.02,0.01,0.00,2002
13724, Disney's Chicken Little: Ace In Action     ,Avalanche Software  ,DS,Shooter,0.06,0.06,0.00,0.01,0.00,2006
13725, Monster Madness: Grave Danger     ,Psyonix Studios  ,PS3,Shooter,0.06,0.05,0.01,0.01,0.01,2008
13726, Miami Vice: The Game     ,Rebellion Developments  ,PSP,Shooter,0.06,0.06,0.00,0.01,0.00,2006
13727, Gradius Collection     ,Konami  ,PSP,Shooter,0.06,0.04,0.00,0.02,0.00,2006
13728, Mobile Suit Gundam Seed: Never Ending Tomorrow     ,Bec  ,PS2,Shooter,0.06,0.03,0.02,0.01,0.01,2005
13729, Robotica     ,Genki  ,SAT,Shooter,0.06,0.01,0.01,0.06,0.01,1995
13730, Land of the Dead: Road to Fiddler's Green     ,Brainbox Games  ,XB,Shooter,0.06,0.05,0.01,0.01,0.00,2005
13731, Touhou Kobuto V: Burst Battle     ,CUBETYPE  ,NS,Shooter,0.06,0.04,0.02,0.01,0.01,2017
13732, R-Types     ,Racdym  ,PS,Shooter,0.06,0.04,0.02,0.01,0.00,1999
13733, Star Fighter     ,Krisalis Software  ,PS,Shooter,0.06,0.04,0.02,0.01,0.00,1996
13734, Akai Katana     ,Cave  ,X360,Shooter,0.06,0.04,0.01,0.01,0.01,2012
13735, Bionicle Heroes     ,Amaze Entertainment  ,DS,Shooter,0.06,0.06,0.00,0.01,0.00,2006
13736, Transformer: Rise of the Dark Spark     ,Edge of Reality  ,WiiU,Shooter,0.06,0.04,0.02,0.01,0.01,2014
13737, Spy Games: Elevator Mission     ,Tommo  ,Wii,Shooter,0.06,0.06,0.01,0.01,0.00,2007
13738, Earth Defense Force 2017 Portable     ,Sandlot  ,PSV,Shooter,0.06,0.01,0.01,0.06,0.01,2013
13739, Giants: Citizen Kabuto     ,Digital Mayhem  ,PS2,Shooter,0.06,0.03,0.02,0.01,0.01,2001
13740, Big Bang Mini    Read the review ,Arkedo Studio  ,DS,Shooter,0.06,0.05,0.00,0.01,0.00,2009
13741, Terminator 3: The Redemption     ,Paradigm Entertainment  ,XB,Shooter,0.06,0.05,0.01,0.01,0.00,2004
13742, Call of Duty 2     ,Infinity Ward  ,PC,Shooter,0.06,0.00,0.05,0.01,0.01,2005
13743, Coded Arms: Contagion     ,Creat Studio  ,PSP,Shooter,0.06,0.05,0.00,0.01,0.01,2007
13744, Serious Sam II     ,Croteam  ,XB,Shooter,0.06,0.05,0.01,0.01,0.00,2005
13745, Star Soldier: Vanishing Earth     ,Hudson Soft  ,N64,Shooter,0.06,0.05,0.01,0.01,0.00,1998
13746, Killing Floor 2      ,Tripwire Interactive  ,XOne,Shooter,0.06,0.05,0.01,0.01,0.01,2017
13747, Combat Elite: WWII Paratroopers     ,BattleBorne  ,PS2,Shooter,0.06,0.03,0.02,0.01,0.01,2005
13748, Commandos: Strike Force     ,Pyro Studios  ,PS2,Shooter,0.06,0.03,0.02,0.01,0.01,2006
13749, Mobile Suit Gundam: Gundam vs. Zeta Gundam     ,Capcom  ,PS2,Shooter,0.06,0.03,0.02,0.01,0.01,2005
13750, Unreal Tournament III     Read the review ,Epic Games  ,PC,Shooter,0.06,0.01,0.05,0.01,0.01,2007
13751, S.T.A.L.K.E.R.: Call of Pripyat     ,GSC Game World  ,PC,Shooter,0.06,0.00,0.05,0.01,0.01,2010
13752, Pheasants Forever Wingshooter     ,High Voltage Software  ,Wii,Shooter,0.06,0.03,0.02,0.01,0.00,2010
13753, Inversion     ,Saber Interactive  ,X360,Shooter,0.06,0.03,0.02,0.01,0.01,2012
13754, Dragon Rage     ,3DO  ,PS2,Shooter,0.06,0.03,0.02,0.01,0.01,2001
13755, Call of Duty: The War Collection     ,Infinity Ward  ,X360,Shooter,0.06,0.05,0.01,0.01,0.00,2010
13756, Tron 2.0: Killer App     ,Climax Group  ,XB,Shooter,0.06,0.04,0.01,0.01,0.00,2004
13757, History Channel: Battle for the Pacific     ,Cauldron Ltd.  ,X360,Shooter,0.06,0.05,0.00,0.01,0.00,2007
13758, Syphon Filter: Logan's Shadow     ,SCEA Bend Studio  ,PS2,Shooter,0.06,0.03,0.02,0.01,0.01,2010
13759, Tom Clancy's Ghost Recon: Advanced Warfighter     ,Ubisoft Shanghai  ,PS2,Shooter,0.06,0.03,0.02,0.01,0.01,2006
13760, Urban Chaos: Riot Response     ,Rocksteady Studios  ,PS2,Shooter,0.06,0.03,0.02,0.01,0.01,2006
13761, Terminator 3: Rise of the Machines     ,Taniko  ,GBA,Shooter,0.06,0.04,0.02,0.01,0.00,2003
13762, Nanostray     ,Shin'en GmbH  ,DS,Shooter,0.06,0.05,0.00,0.01,0.00,2005
13763, Men in Black The Series: Crashdown     ,Runecraft  ,PS,Shooter,0.06,0.03,0.02,0.01,0.00,2001
13764, Pro Yakyuu Spirits 2012     ,Konami  ,PSV,Shooter,0.06,0.01,0.01,0.06,0.01,2012
13765, Enemy Front     ,City Interactive  ,PS3,Shooter,0.06,0.01,0.04,0.01,0.01,2014
13766, Tom Clancy's Rainbow Six: Critical Hour     ,Ubisoft Quebec  ,XB,Shooter,0.06,0.04,0.01,0.01,0.00,2006
13767, Bullet Girls 2     ,Shade  ,PSV,Shooter,0.06,0.01,0.01,0.06,0.01,2016
13768, Gunbird     ,Psikyo  ,SAT,Shooter,0.06,0.01,0.01,0.06,0.01,1995
13769, Hunting Simulator     ,Maximum Games  ,XOne,Shooter,0.06,0.05,0.01,0.01,0.01,2017
13770, Elemental Gearbolt     ,Alfa System  ,PS,Shooter,0.06,0.03,0.02,0.01,0.00,1998
13771, Tom Clancy's Rainbow Six 3     ,Ubisoft Montreal / Red Storm Entertainment  ,GC,Shooter,0.06,0.04,0.01,0.01,0.00,2004
13772, SeaBlade     ,"Vision Scape Interactive, Inc.  ",XB,Shooter,0.06,0.04,0.01,0.01,0.00,2002
13773, Point Blank DS (US sales)     ,Namco Bandai Games  ,DS,Shooter,0.06,0.05,0.00,0.01,0.01,2006
13774, Plants vs. Zombies: Garden Warfare 2     ,PopCap Games  ,PC,Shooter,0.05,0.01,0.04,0.01,0.00,2016
13775, Section 8     ,TimeGate Studios  ,PC,Shooter,0.05,0.03,0.01,0.01,0.01,2009
13776, BlowOut     ,Terminal Reality  ,XB,Shooter,0.05,0.04,0.01,0.01,0.00,2003
13777, Rez     ,United Game Artists  ,PS2,Shooter,0.05,0.03,0.02,0.01,0.01,2002
13778, Medal of Honor: Airborne     ,EA Los Angeles  ,PC,Shooter,0.05,0.00,0.04,0.01,0.01,2007
13779, Centipede: Infestation     ,WayForward Technologies  ,Wii,Shooter,0.05,0.05,0.01,0.01,0.00,2011
13780, Judge Dredd     ,Gremlin Interactive  ,PS,Shooter,0.05,0.03,0.02,0.01,0.00,1998
13781, Starblood Arena     ,WhiteMoon Dreams  ,PS4,Shooter,0.05,0.04,0.01,0.01,0.01,2017
13782, Strange Brigade     ,Rebellion Developments  ,XOne,Shooter,0.05,0.04,0.01,0.01,0.01,2018
13783, MorphX     ,Buka Entertainment  ,X360,Shooter,0.05,0.05,0.00,0.01,0.00,2010
13784, Metal Slug Anthology      ,Terminal Reality  ,PSP,Shooter,0.05,0.02,0.00,0.02,0.01,2007
13785, Nanostray 2     ,Shin'en GmbH  ,DS,Shooter,0.05,0.03,0.01,0.01,0.00,2008
13786, DoDonPachi Resurrection     ,Cave  ,X360,Shooter,0.05,0.01,0.04,0.01,0.01,2011
13787, The Bureau: XCOM Declassified     ,2K Marin  ,PC,Shooter,0.05,0.01,0.05,0.01,0.00,2013
13788, Wicked Monster Blast!     ,"Corecell Technology Co.,Ltd.  ",Wii,Shooter,0.05,0.04,0.00,0.01,0.00,2011
13789, Thunder Force V: Perfect System     ,"TechnoSoft Co., Ltd.  ",PS,Shooter,0.05,0.03,0.02,0.01,0.00,1998
13790, The Typing of the Dead     ,Smilebit  ,DC,Shooter,0.05,0.01,0.01,0.05,0.01,2001
13791, Philosoma     ,G Artist  ,PS,Shooter,0.05,0.03,0.02,0.01,0.00,1996
13792, Medal of Honor: European Assault (weekly JP sales)     ,Electronic Arts  ,PS2,Shooter,0.05,0.01,0.01,0.05,0.01,2005
13793, Star Wars Battlefront II (2017)     ,EA DICE  ,PC,Shooter,0.05,0.02,0.02,0.01,0.00,2017
13794, Star Wars: Republic Commando     ,LucasArts  ,PC,Shooter,0.05,0.01,0.05,0.01,0.00,2005
13795, Payday 2     ,Overkill Software  ,PC,Shooter,0.05,0.04,0.01,0.01,0.01,2013
13796, SD Gundam: Over Galaxian     ,Bandai  ,PS,Shooter,0.05,0.01,0.01,0.05,0.00,1996
13797, Rock of the Dead     ,Epicenter Studios  ,PS3,Shooter,0.05,0.04,0.01,0.01,0.01,2010
13798, Alter Echo     ,Outrage Games  ,XB,Shooter,0.05,0.04,0.01,0.01,0.00,2003
13799,  Red Faction: Guerrilla Re-Mars-tered    Read the review ,Volition  ,XOne,Shooter,0.05,0.04,0.01,0.01,0.00,2018
13800, Strikers 1945     ,Psikyo  ,SAT,Shooter,0.05,0.01,0.01,0.05,0.01,1996
13801, Jikkyou Oshaberi Parodius     ,KCEO  ,SNES,Shooter,0.05,0.01,0.01,0.05,0.00,1995
13802, Reign of Fire     ,Crawfish Interactive  ,GBA,Shooter,0.05,0.03,0.01,0.01,0.00,2002
13803, Singularity     ,Raven Software  ,PC,Shooter,0.05,0.01,0.04,0.01,0.01,2010
13804, Robotech: Invasion     ,Vicious Cycle  ,XB,Shooter,0.05,0.04,0.01,0.01,0.00,2004
